round,player1_stack,opponent_stack,winner,actions
334,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
335,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
336,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
337,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
338,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
339,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
340,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
341,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
342,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
343,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
344,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
345,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
346,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
347,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
348,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
349,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
350,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
351,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
352,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
353,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
354,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
355,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
356,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
357,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
358,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
359,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
360,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
361,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
362,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
363,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
364,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
365,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
366,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
367,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
368,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
369,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
370,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
371,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
372,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
373,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
374,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
375,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
376,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
377,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
378,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
379,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
380,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
381,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
382,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
383,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
384,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
385,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
386,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
387,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
388,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
389,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
390,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
391,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
392,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
393,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
394,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
395,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
396,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
397,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
398,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
399,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
400,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
401,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
402,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
403,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
404,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
405,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
406,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
407,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
408,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
409,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
410,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
411,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
412,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
413,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
414,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
415,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
416,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
417,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
418,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
419,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
420,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
421,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
422,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
423,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
424,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
425,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
426,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
427,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
428,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
429,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
430,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
431,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
432,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
433,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
434,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
435,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
436,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
437,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
438,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
439,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
440,1000,1000,Player1,0 call:20;0 call:0;0 call:0;0 call:20
441,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
442,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
443,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
444,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
445,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
446,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
447,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
448,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
449,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
450,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
451,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
452,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
453,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
454,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
455,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
456,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
457,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
458,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
459,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
460,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
461,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
462,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
463,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
464,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
465,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
466,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
467,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
468,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
469,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
470,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
471,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
472,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
473,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
474,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
475,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
476,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
477,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
478,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
479,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
480,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
481,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
482,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
483,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
484,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
485,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
486,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
487,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
488,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
489,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
490,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
491,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
492,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
493,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
494,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
495,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
496,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
497,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
498,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
499,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
500,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
501,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
502,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
503,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
504,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
505,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
506,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
507,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
508,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
509,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
510,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
511,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
512,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
513,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
514,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
515,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
516,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
517,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
518,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
519,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
520,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
521,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
522,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
523,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
524,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
525,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
526,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
527,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
528,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
529,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
530,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
531,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
532,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
533,1050,950,Player1,0 call:30;0 call:20;0 call:0;0 call:0
534,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
535,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
536,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
537,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
538,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
539,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
540,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
541,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
542,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
543,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
544,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
545,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
546,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
547,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
548,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
549,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
550,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
551,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
552,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
553,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
554,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
555,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
556,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
557,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
558,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
559,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
560,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
561,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
562,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
563,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
564,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
565,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
566,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
567,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
568,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
569,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
570,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
571,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
572,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
573,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
574,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
575,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
576,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
577,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
578,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
579,960,1040,Opponent,0 call:20;0 call:0;0 call:0;0 call:20
580,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
581,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
582,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
583,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
584,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
585,960,1040,Opponent,0 call:20;0 call:20;0 call:0;0 call:0
586,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
587,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
588,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
589,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
590,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
591,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
592,970,1030,Opponent,0 call:30;0 call:0;0 call:0;0 call:0
593,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
594,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
595,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
596,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
597,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
598,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
599,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
600,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
601,1040,960,Player1,0 call:20;0 call:20;0 call:0;0 call:0
602,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
603,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
604,1070,930,Player1,0 call:30;0 call:0;0 call:20;0 call:20
605,1000,1000,Player1,0 call:20;0 call:0;0 call:20;0 call:20
606,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
607,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
608,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
609,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
610,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
611,920,1080,Opponent,0 call:20;0 call:20;0 call:20;0 call:20
612,1050,950,Player1,0 call:30;0 call:0;0 call:0;0 call:20
613,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
614,1060,940,Player1,0 call:20;0 call:20;0 call:20;0 call:0
615,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
616,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
617,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
618,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
619,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
620,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
621,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
622,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
623,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
624,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
625,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
626,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
627,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
628,940,1060,Opponent,0 call:20;0 call:20;0 call:20;0 call:0
629,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
630,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
631,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
632,1020,980,Player1,0 call:20;0 call:0;0 call:0;0 call:0
633,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
634,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
635,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
636,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
637,1090,910,Player1,0 call:30;0 call:20;0 call:20;0 call:20
638,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
639,1070,930,Player1,0 call:30;0 call:20;0 call:20;0 call:0
640,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
641,950,1050,Opponent,0 call:30;0 call:0;0 call:20;0 call:0
642,1030,970,Player1,0 call:30;0 call:0;0 call:0;0 call:0
643,1060,940,Player1,0 call:20;0 call:20;0 call:0;0 call:20
644,1070,930,Player1,0 call:30;0 call:20;0 call:0;0 call:20
645,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
646,960,1040,Opponent,0 call:20;0 call:0;0 call:20;0 call:0
647,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
648,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
649,930,1070,Opponent,0 call:30;0 call:20;0 call:0;0 call:20
650,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
651,940,1060,Opponent,0 call:20;0 call:0;0 call:20;0 call:20
652,930,1070,Opponent,0 call:30;0 call:0;0 call:20;0 call:20
653,1040,960,Player1,0 call:20;0 call:0;0 call:0;0 call:20
654,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
655,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
656,950,1050,Opponent,0 call:30;0 call:0;0 call:0;0 call:20
657,980,1020,Opponent,0 call:20;0 call:0;0 call:0;0 call:0
658,1080,920,Player1,0 call:20;0 call:20;0 call:20;0 call:20
659,950,1050,Opponent,0 call:30;0 call:20;0 call:0;0 call:0
660,940,1060,Opponent,0 call:20;0 call:20;0 call:0;0 call:20
661,1040,960,Player1,0 call:20;0 call:0;0 call:20;0 call:0
662,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
663,910,1090,Opponent,0 call:30;0 call:20;0 call:20;0 call:20
664,930,1070,Opponent,0 call:30;0 call:20;0 call:20;0 call:0
665,1060,940,Player1,0 call:20;0 call:0;0 call:20;0 call:20
666,1050,950,Player1,0 call:30;0 call:0;0 call:20;0 call:0
